Student ID,Date,Time,Paid Course(Yes/No),Email,Date sent,Payment,Payment Receipt Sent,How and where did you hear about this course?,Country,City,Gender,Age,University/College,Comp_Prog_Degree,University/College Name,Discipline of Degree,Foundational_course in DS_Eco_stat_CS,Programming languages,PW_Exp_DS_ML,Primary Reason for taking this course?,PF_Edu_R,PF_EDU_Python,PW_Exp_R,PW_Exp_Python,P_Edu_R,P_Edu_Python,LinkedIn Account,feedback/comments
130,2022-08-23,12:06:54,No,Sent,2022-08-27,Pending,No,From my teacher,PAKISTAN,KARACHI,Female,24,No,Bachelors,Iqra University,SOFTWARE ENGINEERING,STATISITICS,NONE,Beginner (0 Years),To learn new skills.,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
131,2022-08-23,13:14:25,No,Sent,2022-08-27,Pending,No,My friend send me this advertise,PAKISTAN,KARACHI,Male,24,Yes,Bachelors,University of karachi,M.SC IN GIS,DATA SCIENCE,PYTHON,Beginner (0 Years),For job,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,It's interesting
132,2022-08-23,14:12:59,No,Sent,2022-08-27,Pending,No,My friend sent me the details of this course on WhatsApp.,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,"Institute of Business Administration, Karachi",COMPUTER SCIENCE,ALL OF THEM,"PYTHON, SQL, JAVA",Beginner (0 Years),"I want to become a machine learning engineer in the future. I hope this course will be a great facilitator for me to achieve my career goal. Furthermore, I hope to land an internship opportunity at Cube Statistical after this course.",Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
133,2022-08-23,16:47:49,No,Sent,2022-08-27,Pending,No,Friend,PAKISTAN,KARACHI,Male,22,No,Bachelors,Sir Syed University Engineering Technology,BSIT,COMPUTER SCIENCE,NONE,Learner (1 Year or Less),To establish my skills,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
134,2022-08-23,17:33:11,Yes,Sent,2022-08-24,Pending,No,Facebook group: People of IBA and LUMS,PAKISTAN,KARACHI,Female,21,Yes,Bachelors,IBA,BS ECONOMICS AND MATH,DATA SCIENCE,PYTHON,Learner (1 Year or Less),I have recently discovered my interest in the data science and I would like to build my skillset using these softwares that are crucial in the world of big data.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
135,2022-08-24,16:20:37,Yes,Sent,2022-08-26,Paid,Yes,Flyer,CANADA,OAKVILLE,Female,36,No,Masters,"University of Leeds , united Kingdom",MA HUMAN RESOURCE MANAGEMENT,NONE OF THEM,NONE,Beginner (0 Years),To learn more about Data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,Looking forward to the learning session
136,2022-08-29,13:32:24,Yes,Sent,2022-08-29,Paid,Yes,From a friend,PAKISTAN,ISLAMABAD,Female,21,No,Masters,Quaid-i-Azam University Islamabad,BS-STATISTICS,STATISITICS,A LITTLE BIT OF R,Learner (1 Year or Less),I want to. Be a data analyst so I wanna begin from somewhere,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,I wanna learn more and more from this course.
137,2022-08-24,02:34:07,No,Sent,2022-08-27,Pending,No,Friends,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,Sindh Madressatul Islam University,BSCS,COMPUTER SCIENCE,NONE,Beginner (0 Years),To learn,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,Students really need these type of platform where they learn about their field you're really doing great job. Thanks
138,2022-08-28,09:14:44,No,Sent,2022-08-28,Paid,Yes,Social Facebook,PAKISTAN,KARACHI,Male,33,Yes,Bachelors,Hamdard University,ELECTRONICS ENGINEERING,DATA SCIENCE,PYTHON,Beginner (0 Years),Moving to my career,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,I would like to also learn R
139,2022-08-24,06:22:45,No,Sent,2022-08-27,Pending,No,I HEARD ABOUT FROM OUR WHATSAPP GROUP,PAKISTAN,LAHORE,Male,22,Yes,Bachelors,PUCIT,SOFTWARE ENGINEERING,COMPUTER SCIENCE,PYTHON,Beginner (0 Years),I WANT TO KNOW MORE ABOUT DATA SCIENCE,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
140,2022-08-24,07:44:56,Yes,Sent,2022-08-24,Pending,No,Facebook Group,PAKISTAN,KARACHI,Female,22,Yes,Bachelors,IBA,BACHELORS IN ECONOMICS & MATHEMATICS,ALL OF THEM,"PYTHON, SQL",Beginner (0 Years),I had fundamental Foundations of Data Sciences and Econometrics courses and this field really sparks my interest.,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
141,2022-08-25,04:23:14,Yes,Sent,2022-08-26,Paid,Yes,From a friend,PAKISTAN,ISLAMABAD,Male,23,Yes,H.S.C,Quaid e Azam University Islamabad,BS STATISTICS,STATISITICS,R,Learner (1 Year or Less),I want to improve my Skills and Knowledge and looking forward to working in the field of Data Science,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),YES,No comments
142,2022-08-24,10:08:31,Yes,Sent,2022-08-24,Pending,No,Facebook,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,IBA,BSAF,STATISITICS,NONE,Beginner (0 Years),I want to explore and learn about data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
143,2022-08-20,16:05:58,Yes,Sent,2022-08-24,Paid,Yes,Faizan,PAKISTAN,KARACHI,Male,48,No,Bachelors,Ryerson,BUSINESS TECHNOLOGY MANAGEMENT,DATA SCIENCE,R,Learner (1 Year or Less),Would like a new job/career,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
144,2022-08-24,10:51:01,No,Sent,2022-08-27,Pending,No,Social media,PAKISTAN,KARACHI,Female,22,Yes,Bachelors,University of Karachi,MSC (STATISTICS),STATISITICS,R,Beginner (0 Years),Learn something new.,Learner (1 Year or Less),Beginner (0 Years),None (0 Years),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),NO,No comments
145,2022-08-24,11:10:43,Yes,Sent,2022-08-24,Pending,No,My friend share this on university group,PAKISTAN,KARACHI,Male,20,Yes,H.S.C,Ned University Of Engineering And Technology,INDUSTRIAL CHEMISTRY,NONE OF THEM,NONE,Beginner (0 Years),To earn money,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,I think that this is a perfect opportunity for me to learn this course and then make it beneficial for me.
146,2022-08-24,05:58:38,Yes,Sent,2022-08-24,Paid,Yes,LinkedIn,PAKISTAN,ISLAMABAD,Male,22,Yes,Bachelors,Quaid-e-Azam University Islamabad,BACHELOR'S IN STATISTICS,ALL OF THEM,R PROGRAMMING LANGUAGE,Learner (1 Year or Less),To enhance in the field of Software Development.,Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),YES,Thank you :)
147,2022-08-24,13:44:24,Yes,Sent,2022-08-24,Maybe,No,Whatsapp,PAKISTAN,KARACHI,Female,23,No,Bachelors,IBA,BSCS,COMPUTER SCIENCE,JS JAVA & PYTHON,Beginner (0 Years),Interested in data science,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),NO,No comments
148,2022-08-24,13:54:07,Yes,Sent,2022-08-24,Maybe,No,on linkedin page,UNITED STATES,DENVER,Male,29,No,Masters,Colorado State University Global Campus,MS DATA ANALYTICS,DATA SCIENCE,"R, PYTHON",Learner (1 Year or Less),To work as Junior data scientist,Intermediate (2-3 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Intermediate (2-3 Years),YES,Is this a free course ?
149,2022-08-24,14:06:04,No,Sent,2022-08-27,Pending,No,Facebook,PAKISTAN,KARACHI,Male,21,Yes,H.S.C,Institute of Business Administration (IBA),B.S ACCOUNTING AND FINANCE,STATISITICS,NONE,Beginner (0 Years),Want to get into the Data Science field,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,No comments
150,2022-08-24,14:10:59,Yes,Sent,2022-08-24,Pending,No,Linkedin,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,Ned University,BACHELOR OF SCIENCE IN COMPUTER SCIENCE,ALL OF THEM,"PYTHON, R",Learner (1 Year or Less),To get my basics strong and improve myself in this vast field.,Beginner (0 Years),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
151,2022-08-24,14:12:09,Yes,Sent,2022-08-24,Pending,No,Facebook,PAKISTAN,KARACHI,Female,21,Yes,Bachelors,"Institute of Business Administration, Karachi",ACCOUNTING AND FINANCE,STATISITICS,PYTHON,Beginner (0 Years),Passion,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
152,2022-08-24,15:55:39,Yes,Sent,2022-08-24,Maybe,No,through a friend,PAKISTAN,KARACHI,Male,18,Yes,H.S.C,IBA,BSACF,STATISITICS,NONE,Beginner (0 Years),"To develop my knowledge in this field. Not only is this field interesting, but it can be integrated with any line of work and would help me get an edge over my peers by the time i graduate. ",Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
153,2022-08-25,13:07:33,Yes,Sent,2022-08-26,Paid,Yes,Facebook,PAKISTAN,SIALKOT,Female,23,No,Bachelors,LUMS,MANAGEMENT SCIENCES,NONE OF THEM,NONE,Beginner (0 Years),Transition to tech,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
154,2022-08-27,16:00:40,Yes,Sent,2022-08-27,Paid,Yes,FROM MY FRIENDS AND THROUGH SOCIAL MEDIA,PAKISTAN,ISLAMABAD,Male,21,Yes,Bachelors,Quaid e Azzam university Islamabad,BS,STATISITICS,R,Learner (1 Year or Less),This is helpful for building my future,Learner (1 Year or Less),Beginner (0 Years),Some (1 Year or Less),None (0 Years),Learner (1 Year or Less),Beginner (0 Years),YES,This we helpful for every students who is nit able to learn from abroad universities.
155,2022-08-27,11:17:33,Yes,Sent,2022-08-27,Paid,Yes,Friends,CANADA,CALGARY,Female,35,No,Masters,University of Calgary,ELECTRICAL ENGINEERING,NONE OF THEM,NONE,Beginner (0 Years),To pursue career in data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,No comments
156,2022-08-25,04:00:08,Yes,Sent,2022-08-26,Pending,No,Referred by a mentor.,PAKISTAN,KARACHI,Male,21,Yes,H.S.C,IBA,COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA,Beginner (0 Years),- To learn and enhance my skill,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Learner (1 Year or Less),Beginner (0 Years),YES,No comments
157,2022-08-25,04:07:38,No,Sent,2022-08-26,Pending,No,From a friend,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,IBA,BS COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA AND PYTHON,Beginner (0 Years),"I want to opt a career in Data Science, so I want to maximum utilization from the course",Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
158,2022-08-25,04:09:33,No,Sent,2022-08-26,Pending,No,Facebook,PAKISTAN,KARACHI,Male,21,Yes,H.S.C,IBA,COMPUTER SCIENCE,COMPUTER SCIENCE,"PYTHON, JAVA, JAVASCRIPT",Beginner (0 Years),Job Prospects,Beginner (0 Years),Advanced (4+),None (0 Years),Advanced (4+),Beginner (0 Years),Advanced (4+),YES,No comments
159,2022-08-25,04:10:16,No,Sent,2022-08-26,Pending,No,From my friend,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,IBA Karachi,BS-CS,DATA SCIENCE,PYTHON,Learner (1 Year or Less),Interested in Data science,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
160,2022-08-25,04:14:37,Yes,Sent,2022-08-26,Pending,No,A friend of mine informed me about it.,PAKISTAN,KARACHI,Male,19,Yes,H.S.C,IBA - Institute of Business Administration Karachi,COMPUTER SCIENCE,COMPUTER SCIENCE,"JAVA, PHYTON, JS",Beginner (0 Years),"The feild of data science really intrigues me, I have been fascinated by statistics my whole life and when I heard that there was a feild where we could understand data more effectively than a normal human, I was surprised but very much interested too.",Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
161,2022-08-25,04:16:38,No,Sent,2022-08-26,Pending,No,University Senior,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,BACHELORS IN COMPUTER SCIENCE,COMPUTER SCIENCE,PYTHON AND JAVA,Beginner (0 Years),Good Hold in Mathematics and always felt attracted towards Artificial Intelligence courses,Beginner (0 Years),Intermediate (2-3 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
162,2022-08-25,04:19:31,Yes,Sent,2022-08-26,Maybe,No,Through a friend,PAKISTAN,KARACHI,Female,20,Yes,Bachelors,IBA,BSCS,STATISITICS,PYTHON AND JAVA,Beginner (0 Years),I would want to pursue a career in this field,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
163,2022-08-24,02:08:40,Yes,Sent,2022-08-24,Paid,Yes,My friend is doing job in cube statistica and he told me about this course,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,Szabist University,BACHELORS IN COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA,Beginner (0 Years),For skill development,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,I just want to say thank you for this great opportunity for those students who are studying in university and side by side in islamic school
164,2022-08-25,04:32:36,No,Sent,2022-08-26,Pending,No,from friends,PAKISTAN,KARACHI,Female,20,Yes,Bachelors,IBA,CS,COMPUTER SCIENCE,NONE,Beginner (0 Years),"i really wanted to study about data,but wouldn't find the platform which from beginning. I did foundation python programming course from data camp and it was a good experience. Now i wanted to explore more platforms that can teach from beginning about data. ",Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),NO,"I am a CS student but i haven't really good experience in programing, am i still eligible? "
165,2022-08-25,04:35:15,No,Sent,2022-08-26,Pending,No,Social Media,SAUDI ARABIA,JEDDAH,Male,37,No,Bachelors,Mehran University of Engineering and Technology,B.E (SOFTWARE),DATA SCIENCE,PYTHON,Beginner (0 Years),Interest in Data Science/Machine Learning,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
166,2022-08-25,04:59:46,Yes,Sent,2022-08-26,Pending,No,Friend,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,IBA,BSCS,STATISITICS,JAVA,Learner (1 Year or Less),Keen interest in data science,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
167,2022-08-25,05:20:20,No,Sent,2022-08-26,Pending,No,Whatsapp,PAKISTAN,KARACHI,Male,22,No,Bachelors,NED University of Engineering & Technology,BE IN PETROLEUM ENGINEERING,DATA SCIENCE,PYTHON,Learner (1 Year or Less),Learn data science skills to contribute in oil and gas sector,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
168,2022-08-25,05:51:18,Yes,Sent,2022-08-26,Paid,Yes,Whatsapp group chat,PAKISTAN,KARACHI,Male,24,No,Bachelors,IBA,ACCOUNTING AND FINANCE,STATISITICS,PYTHON,Intermediate (2-3 Years),More practicial experience with R programming and opportunity to get an internship at the end of the course,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),NO,The cost of the course should be advertised front and centre.
169,2022-08-25,05:51:50,No,Sent,2022-08-26,Pending,No,Friend,PAKISTAN,KARACHI,Prefer not to say,20,Yes,Bachelors,IBA,BSCS,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),Experience,Intermediate (2-3 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),NO,No comments
170,2022-08-25,05:56:04,Yes,Sent,2022-08-26,Pending,No,University Group,PAKISTAN,KARACHI,Male,21,Yes,H.S.C,IBA,BS-COMPUTER SCIENCE,ALL OF THEM,"JAVA,PYTHON",Learner (1 Year or Less),Data Science and machine learning is basically my field of interest and this is what I would love to explore in the future. I see myself having a career in this filed thus this course will help me learn about this feild.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
171,2022-08-25,06:00:09,Yes,Sent,2022-08-26,Pending,No,University ( IBA ),PAKISTAN,KARACHI,Male,23,Yes,Bachelors,IBA,COMPUTER SCIENCES ( DATA SCIENCES ),COMPUTER SCIENCE,PYTHON AND JAVA,Beginner (0 Years),Learn skills and add value,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
172,2022-08-25,06:24:08,No,Sent,2022-08-26,Pending,No,through friend,PAKISTAN,KARACHI,Male,23,Yes,Bachelors,Iqra University,BS COMPUTER SCIENCE,DATA SCIENCE,PYTHON,Learner (1 Year or Less),improve our skills in data science,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,is it onsite or online training program
173,2022-08-25,07:15:20,No,Sent,2022-08-26,Pending,No,Through a friend,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,Institute Of Business Administration,COMPUTER SCIENCE,ALL OF THEM,JAVA,Beginner (0 Years),Because I want to excel in this field and want to train myself to become the best,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
174,2022-08-25,08:19:27,No,Sent,2022-08-26,Pending,No,Email,PAKISTAN,KARACHI,Male,23,Yes,Bachelors,Institute of Business Administration karachi,BACHELOR'S IN COMPUTER SCIENCES,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),I want to enhance my data science and machine learning skills .So I would ready to work as Data Scientist,Beginner (0 Years),Intermediate (2-3 Years),None (0 Years),Intermediate (2-3 Years),Beginner (0 Years),Intermediate (2-3 Years),YES,No comments
175,2022-08-25,08:28:56,No,Sent,2022-08-26,Pending,No,Heard it from a senior in a whatsapp group.,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,"IBA, KARACHI",BS ECONOMICS AND MATHEMATICS,ALL OF THEM,PYTHON,Beginner (0 Years),I am enthusiastic about data science and an opportunity like this is very appealing to me.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),NO,I am very excited for this oppurtunity and would like to thank its responsible people from the bottom of my heart.
176,2022-08-25,08:40:03,No,Sent,2022-08-26,Pending,No,In a Watsapp group,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,BS. ECONOMICS AND MATHEMATICS,ALL OF THEM,PYTHON,Beginner (0 Years),To improve my analytical skills using different softwares,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,I hope it will be free of course
177,2022-08-25,08:43:48,No,Sent,2022-08-26,Pending,No,Linkedin,PAKISTAN,KARACHI,Male,20,Yes,Bachelors,"Institute Of Business Administration, Karachi",COMPUTER SCIENCS,STATISITICS,PYTHON AND R,Learner (1 Year or Less),It seems a great opportunity to dive into the world of data science,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
178,2022-08-25,08:47:58,No,Sent,2022-08-26,Pending,No,Through Internet,PAKISTAN,KARACHI,Female,21,Yes,Bachelors,Institute of Business Adminstration,BS ECONOMICS,DATA SCIENCE,PYTHON,Beginner (0 Years),Want to learn and doing my minors in data science,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,My interest Data science and and python have always fascinated me to learn more and more. I am excited to be part of the field and always try to learn more .
179,2022-08-25,09:00:33,Yes,Sent,2022-08-26,Pending,No,Friends,CANADA,OTTAWA,Male,26,No,Bachelors,Institute of business administration Karachi,ECONOMIC AND MATHEMATICS,STATISITICS,PYTHON,Beginner (0 Years),Career Opportunities,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
180,2022-08-25,09:48:01,Yes,Sent,2022-08-26,Pending,No,I heard it from a friend on a WhatsApp group.,PAKISTAN,KARACHI,Male,19,Yes,Bachelors,"Institute of Business Administration, Karachi",BS ECONOMICS,ALL OF THEM,PYTHON,Beginner (0 Years),I want to couple my python programming skills with the Data Science skills so that I could pursue this as a career as I move forward.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
181,2022-08-25,10:17:10,No,Sent,2022-08-26,Pending,No,Whatsapp group,PAKISTAN,KARACHI,Male,25,No,Bachelors,Iqra University,SOFTWARE ENGINEERING,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),Learning,Learner (1 Year or Less),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),NO,No comments
182,2022-08-25,11:16:51,Yes,Sent,2022-08-26,Pending,No,People of IBA and LUMS,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,IBA,ECONOMICS AND MATHEMATICS,ALL OF THEM,"PYTHON, R, STATA AND SQL ",Learner (1 Year or Less),Interest in polishing data analytics skills further as it aligns with my career goals,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Some (1 Year or Less),Learner (1 Year or Less),Learner (1 Year or Less),YES,No comments
183,2022-08-25,11:31:56,Yes,Sent,2022-08-26,Pending,No,Friend,PAKISTAN,KARACHI,Male,21,Yes,Bachelors,IBA,BSCS,COMPUTER SCIENCE,JAVA,Beginner (0 Years),Learn new things,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
184,2022-08-25,11:41:59,Yes,Sent,2022-08-26,Pending,No,IBA(university),PAKISTAN,KARACHI,Female,21,Yes,Bachelors,IBA,BS COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA,Beginner (0 Years),Want to purse this field as a career,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),NO,No comments
185,2022-08-25,11:50:19,Yes,Sent,2022-08-26,Pending,No,Whatsapp,PAKISTAN,KARACHI,Male,22,Yes,Bachelors,Sir Syed University of Engineering & Technology,COMPUTER ENGINEERING,NONE OF THEM,"JAVA, PYTHON",Beginner (0 Years),I want to be a professional machine learning engineer,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,I'm suffering from a financial crisis. I'm pursuing my graduation on scholarships. So please if it is paid course then if there is a consideration for me then I will be very grateful
186,2022-08-25,12:26:02,No,Sent,2022-08-26,Pending,No,LinkedIn,PAKISTAN,PAKISTAN,Male,22,Yes,Bachelors,B.Z.U multan,B.COM,COMPUTER SCIENCE,NONE,Beginner (0 Years),Yes,Beginner (0 Years),Beginner (0 Years),Some (1 Year or Less),Some (1 Year or Less),Beginner (0 Years),Beginner (0 Years),YES,Yes
187,2022-08-25,13:02:08,Yes,Sent,2022-08-26,Pending,No,LinkedIn,PAKISTAN,ISLAMABAD,Male,22,No,Bachelors,Bahria university Islamabad,COMPUTER ENGINEERING,DATA SCIENCE,"PYTHON, SQL",Learner (1 Year or Less),To improve my skill in Data science inorder to achieve my targeted goal,Learner (1 Year or Less),Learner (1 Year or Less),Some (1 Year or Less),Intermediate (2-3 Years),Learner (1 Year or Less),Learner (1 Year or Less),YES,I am looking to be selected for this course
188,2022-08-23,04:46:51,Yes,Sent,2022-08-24,Paid,Yes,University friends,PAKISTAN,KARACHI,Male,25,Yes,Bachelors,Institute of business administration karachi,BS ACCOUNTING AND FINAMCE,NONE OF THEM,NONE,Beginner (0 Years),To expand my skills,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
189,2022-08-25,13:16:41,Yes,Sent,2022-08-26,Pending,No,Linkdin,PAKISTAN,ISLAMABAD,Male,23,No,Bachelors,GCUF,BS SOFTWARE ENGINEERING,COMPUTER SCIENCE,PYTHON,Learner (1 Year or Less),I want to be a Machine Learning Engineer.,Beginner (0 Years),Learner (1 Year or Less),None (0 Years),Some (1 Year or Less),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
190,2022-08-25,13:28:54,Yes,Sent,2022-08-26,Pending,No,University Group,PAKISTAN,KARACHI,Female,19,Yes,Bachelors,IBA,BACHELORS IN COMPUTER SCIENCE,COMPUTER SCIENCE,JAVA,Beginner (0 Years),I want to start my data science career earlier than usual,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,I have a question which is that is this going to be an online course?
191,2022-08-22,07:56:21,Yes,Sent,2022-08-25,Paid,Yes,Facebook post,PAKISTAN,FAISALABAD,Female,27,No,Bachelors,LUMS,BSC HNS ACCOUNTING AND FINANCE,NONE OF THEM,NONE,Beginner (0 Years),I want to start my career in data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
192,2022-08-24,00:24:04,Yes,Sent,2022-08-26,Paid,Yes,Social Media,PAKISTAN,LAHORE,Male,27,No,Masters,LUMS,ELECTRICAL ENGINEERING,DATA SCIENCE,PYTHON,Beginner (0 Years),To land  to a beginner level opportunity in Data Science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Learner (1 Year or Less),YES,No comments
193,2022-08-25,14:51:21,Yes,Sent,2022-08-26,Pending,No,Friends,PAKISTAN,KARACHI,Male,23,No,Bachelors,Institute of business management,ECONOMICS AND MATHEMATICS,DATA SCIENCE,NONES,Beginner (0 Years),To learn data science,Beginner (0 Years),Beginner (0 Years),None (0 Years),None (0 Years),Beginner (0 Years),Beginner (0 Years),YES,No comments
